emp_no,first_name,last_name,title,salary
88825,Fun,Alvarado,Staff,64077
88833,Godehard,Walston,Senior Staff,66974
88835,Gad,Nivat,Engineer,49033
88848,Krassimir,Barreiro,Staff,64283
88850,Kirk,Rebaine,Senior Staff,74402
88855,Bojan,Zweizig,Staff,83433
88864,Cedric,Choobineh,Assistant Engineer,66955
88865,Lalit,Peng,Senior Engineer,76156
88866,Munehiro,Babb,Senior Staff,47424
88869,Miomir,Plump,Senior Engineer,65329
88890,Pranjal,Aloisi,Senior Staff,75936
88893,Shaleah,Shanbhogue,Senior Engineer,40000
88894,Nikolaus,Reinhart,Technique Leader,40000
88912,Kaijung,Lanphier,Staff,40000
88914,Masali,Ozeki,Senior Engineer,62256
88919,Aleksander,Savasere,Technique Leader,40000
88920,Hidde,Shackell,Technique Leader,47612
88924,Qiwen,Alameldin,Senior Engineer,40000
88936,Hironobu,Belinskaya,Senior Staff,76884
88938,Rosine,Detkin,Staff,58097
88942,Leif,Senzako,Senior Engineer,54508
88945,Miomir,Jahnichen,Senior Staff,51369
88947,Ronghao,Marletta,Senior Staff,40000
88951,Alair,Perna,Senior Engineer,42988
88976,Younwoo,Peron,Senior Staff,46524
88978,Duangkaew,Baranowski,Engineer,55645
88987,Miomir,Prenel,Engineer,55482
88995,Hitofumi,Rosay,Senior Engineer,76217
89001,Zeydy,Sommen,Senior Staff,40000
89002,Luisa,Pelz,Senior Engineer,43058
89010,Jingling,Weisert,Engineer,40000
89011,Marsha,Parascandalo,Senior Staff,79544
89016,Zeljko,Hardjono,Assistant Engineer,69777
89030,Xinglin,Prochazka,Senior Engineer,40000
89033,Sailaja,Jansen,Senior Engineer,40000
89038,Troy,Kambil,Senior Engineer,50185
89039,Marek,Quadeer,Engineer,40000
89043,Mohammed,Riefers,Senior Engineer,51706
89051,Demos,Ritzmann,Senior Staff,68150
89060,Matt,Chandrasekhar,Senior Engineer,65477
89071,Marsha,Paciorek,Engineer,47268
89074,Dmitry,Chandrasekhar,Staff,63171
89075,Aamer,Bolsens,Senior Engineer,40000
89080,Gil,Smeets,Engineer,61361
89101,Petter,Francisci,Assistant Engineer,51251
89106,Kwok,Billawala,Senior Engineer,60587
89108,Munehiko,Holburn,Senior Staff,40000
89123,Leen,Selvestrel,Senior Engineer,40000
89128,Dmitry,Kitsuregawa,Staff,71864
89137,Lucien,Melski,Technique Leader,52553
89148,Mads,Heering,Senior Engineer,40000
89167,Kwangyoen,Ashish,Senior Engineer,40000
89172,Berna,Casley,Senior Staff,40000
89178,Godehard,Maccarone,Senior Staff,40000
89184,Chriss,Fargier,Senior Staff,40000
89190,Mario,Gurbaxani,Senior Engineer,40000
89193,Hideo,Denis,Senior Engineer,40000
89194,Arunachalam,Picht,Senior Staff,40000
89196,Bowen,Ramalingam,Senior Staff,96105
89201,Kolar,Limongiello,Engineer,40000
89227,Ziyad,Suppi,Assistant Engineer,82703
89232,Remzi,Herath,Senior Staff,40000
89240,Arfst,Ecklund,Engineer,56730
89267,Adam,Chachaty,Engineer,40000
89270,Francoise,Chachaty,Engineer,40000
89274,Vitaly,Reeken,Staff,40000
89288,Ingmar,Nyrup,Senior Engineer,52637
89305,Nidapan,Bernardinello,Senior Engineer,45121
89308,Yechiam,Bain,Engineer,58001
89317,Kazuyasu,Zongker,Engineer,40000
89322,Ramzi,Slobodova,Senior Engineer,50387
89333,Mona,Iisaka,Engineer,40000
89344,Angel,Peir,Senior Staff,40000
89362,Jiafu,Flasterstein,Senior Engineer,40000
89364,Waiman,Miara,Engineer,60969
89377,Marsja,Genin,Senior Engineer,50747
89378,Oscar,Carrere,Technique Leader,40000
89379,Akeel,Bisiani,Staff,67084
89381,Paraskevi,Anily,Senior Staff,71064
89386,Douadi,Conta,Engineer,48226
89387,Arvind,Ullian,Senior Staff,44910
89392,Leen,Casperson,Senior Engineer,40000
89393,Yishai,Coorg,Staff,58328
89416,Mariangiola,Nitsch,Senior Staff,40000
89421,Gill,Birdsall,Staff,61071
89431,Yunming,Pileggi,Senior Engineer,40000
89436,Heejo,Gelosh,Engineer,63544
89442,Pragnesh,Gurbaxani,Senior Staff,40000
89444,Marl,Perry,Senior Engineer,48816
89448,Vidya,Akiyama,Senior Staff,41561
89453,Indrajit,Snyers,Senior Staff,53056
89458,Valery,McFarlin,Staff,55764
89474,Genevieve,Hertweck,Senior Engineer,40000
89476,Xiaoqiang,Perna,Senior Engineer,40000
89479,Aron,Zeidenstein,Senior Engineer,47968
89480,Palash,Angelov,Senior Staff,71409
89500,Xuejia,Krybus,Senior Engineer,40000
89506,Danil,Rijckaert,Engineer,56271
89510,Gritta,Cyre,Senior Engineer,62374
89525,Kristin,Pleszkun,Senior Engineer,40000
89532,Bodh,Siochi,Engineer,45089
89535,Weiwu,Conde,Senior Engineer,46134
89537,Gaurav,Tasistro,Technique Leader,40000
89567,Kankanahalli,Masand,Senior Staff,61968
89592,Vitaly,Koblick,Staff,60163
89600,Fan,Lodder,Senior Staff,64542
89610,Narain,Guting,Engineer,54999
89612,Mara,Zeilberger,Engineer,53840
89613,Billie,Feldmann,Senior Staff,53494
89620,Chenxi,Scharstein,Engineer,40000
89634,Rafols,Kalloufi,Senior Engineer,46848
89641,Geoff,Lundstrom,Staff,56320
89645,Joydip,Kadhim,Staff,71996
89653,Kousuke,Morton,Senior Engineer,49133
89659,Feipei,Usdin,Assistant Engineer,80362
89669,Ult,Miake,Technique Leader,40000
89672,Ebbe,Feldmann,Senior Engineer,40000
89679,Dinah,Koyama,Engineer,43817
89684,Mabhin,Stemann,Staff,53039
89694,Dulce,Wuwongse,Staff,40000
89695,Tomofumi,Farrag,Senior Staff,40000
89703,Teiji,Cusworth,Technique Leader,40000
89709,Lokesh,Albarhamtoshy,Engineer,61573
89714,Shigehito,Colorni,Engineer,73383
89723,Karlis,Luby,Senior Staff,60523
89743,Hugo,Ferriere,Technique Leader,63251
89754,Magdalena,Birta,Senior Engineer,61242
89770,Abdulah,Cronin,Senior Engineer,65530
89776,Seongbae,Remmers,Senior Staff,74883
89780,Xudong,Schaad,Senior Engineer,44412
89783,Volkmar,Georg,Senior Staff,40000
89788,Filipe,McDermid,Staff,59155
89791,Demos,Snyers,Staff,40000
89794,Rafols,Papastamatiou,Staff,51455
89795,Yinlin,Kirkerud,Senior Engineer,50952
89796,Kendra,Maginnis,Engineer,40000
89808,Kristinn,Morrow,Senior Engineer,43379
89812,Boriana,Vingron,Senior Engineer,46415
89819,Kerhong,Lalonde,Senior Staff,53869
89822,Rafols,Gopalakrishnan,Staff,40000
89830,Demos,Chinen,Staff,40000
89843,Boalin,Ghelli,Staff,50540
89858,Mack,Renear,Assistant Engineer,46838
89860,Serap,Gyorkos,Staff,60944
89863,Bingning,Krohm,Senior Engineer,54763
89875,Babette,Lanphier,Engineer,52415
89883,Berry,Paludetto,Senior Staff,54483
89884,Tooru,Dayang,Staff,51051
89890,Eckart,Ozeki,Assistant Engineer,40000
89900,Yuichiro,Barinka,Senior Engineer,40056
89902,Arnould,Smeets,Engineer,40000
89907,Maja,Aingworth,Senior Engineer,52062
89912,Dietrich,Ouhyoung,Engineer,58861
89915,Qunsheng,Lores,Senior Engineer,57773
89921,Luerbio,Potthoff,Senior Staff,76526
89923,Miyeon,Gronowski,Senior Engineer,41081
89931,Vincent,Sundgren,Senior Staff,80041
89932,Kerryn,Sanella,Senior Engineer,43675
89939,Zhongwei,Larfeldt,Senior Staff,40000
89949,Jaques,Talmon,Senior Engineer,40000
89960,Remmert,Radwan,Staff,56670
89963,Kazuhide,Daescu,Senior Engineer,50944
89966,Zita,Pehl,Technique Leader,40000
89968,Wonhee,Perz,Senior Staff,74667
89969,Conrado,Cappelletti,Senior Staff,66779
89976,Marke,Peres,Senior Staff,67414
90000,Valeri,Peltason,Senior Engineer,40000
90005,Aksel,Lowrie,Technique Leader,40996
90010,Niclas,Vesna,Technique Leader,45721
90013,Guenter,Cappelli,Senior Staff,40000
90015,Tse,Ducloy,Senior Engineer,40000
90018,Toong,Lueh,Staff,70607
90027,Tesuro,Maliniak,Staff,97724
90029,Boaz,Melton,Senior Engineer,66490
90048,Odinaldo,Duclos,Senior Staff,52174
90055,Barna,Kumaresan,Senior Staff,40000
90061,Supot,Ramaiah,Senior Engineer,40000
90065,Eckart,Gajiwala,Senior Engineer,40000
90070,Remmert,Chiola,Senior Staff,48746
90074,Paddy,Broder,Senior Engineer,52209
90081,Jayson,Ventosa,Technique Leader,41640
90083,Toney,Radwan,Senior Engineer,42513
90098,Mohua,Lowrie,Technique Leader,56358
90100,Xinglin,Munoz,Engineer,40000
90101,Cathie,Terlouw,Assistant Engineer,54825
90102,Mads,Denny,Senior Engineer,48881
90110,Przemyslawa,Orsini,Senior Engineer,40000
90125,Shugo,Reghbati,Technique Leader,40000
90136,Toshimi,Demos,Senior Engineer,44685
90138,Shin,Selvestrel,Engineer,40000
90145,Steen,Walstra,Senior Engineer,65927
90147,Tomokazu,Plump,Staff,40000
90150,Takahiro,Knightly,Assistant Engineer,40000
90154,Collette,Ruemmler,Senior Staff,49156
90157,Nathalie,Matzat,Staff,40000
90165,Fabrizio,Suessmith,Engineer,45650
90170,Marsal,Kawashima,Senior Engineer,44019
90178,Shigeu,Sluis,Senior Staff,78570
90179,Sajjad,Pramanik,Engineer,40000
90190,Abdelkader,Warwick,Senior Engineer,69815
90203,Muneo,Luff,Engineer,40000
90207,Christoper,Conte,Senior Engineer,40000
90210,Satosi,Alameldin,Engineer,40000
90213,Kotesh,Kobara,Senior Engineer,46545
90220,Remco,Driscoll,Engineer,40000
90233,Martien,Setlzner,Senior Staff,53390
90236,Susuma,Norsworthy,Senior Engineer,48013
90239,Kokou,Conde,Technique Leader,40106
90256,Toney,Brender,Engineer,53237
90260,Mayuri,Luks,Engineer,52747
90265,True,Delgrossi,Staff,78920
90281,Marlo,Haraldson,Senior Staff,43339
90291,Akemi,Esposito,Engineer,50552
90313,Susanta,Pettis,Senior Staff,46996
90326,Sumali,Denny,Senior Engineer,54594
90327,Jacopo,Chiola,Senior Staff,40000
90331,Luerbio,Matheson,Staff,51260
90336,Shridhar,Chaudhury,Senior Staff,45030
90342,King,Koshiba,Senior Staff,60784
90345,Willard,Liedekerke,Engineer,40000
90349,Koichi,Aloisi,Senior Engineer,46459
90353,Mingzeng,Cooley,Senior Engineer,41265
90367,Josyula,Riexinger,Senior Engineer,44107
90375,Kellyn,Laventhal,Senior Engineer,69402
90390,Marko,Kadhim,Senior Staff,40000
90398,Ute,Genin,Staff,40000
90403,Yucel,Gilg,Staff,57200
90413,Qunsheng,Ramamoorthy,Senior Engineer,40000
90416,Sanjeeva,Hofting,Senior Engineer,47697
90421,Guozhong,Slobodova,Senior Engineer,43816
90423,Tru,Frolund,Senior Staff,40000
90428,Niranjan,Braunschweig,Staff,87870
90433,Baocai,Redmiles,Engineer,54292
90440,Gita,Yetim,Engineer,55962
90442,Suzette,Merkl,Senior Staff,58055
90453,Beshir,Pashtan,Engineer,83673
90458,Rimli,Kadhim,Senior Staff,49704
90463,Takahito,Fabrizio,Staff,40000
90467,Yuuichi,Kumaresan,Senior Staff,71519
90471,Gao,Pelz,Senior Engineer,49386
90477,Genta,Curless,Senior Engineer,49488
90480,Fai,Mitina,Senior Engineer,40000
90493,Ravishankar,Fargier,Senior Staff,40000
90505,Aris,Chinal,Senior Staff,50950
90508,Apostol,Fasbender,Senior Engineer,53008
90522,IEEE,Beerel,Senior Engineer,40000
90530,Lokesh,Gustavson,Senior Engineer,44695
90535,Keiichiro,Hagimont,Staff,100478
90536,Leah,Hutton,Senior Engineer,59410
90548,Khoa,Munro,Senior Engineer,40318
90554,Goa,Hmelo,Technique Leader,40000
90555,Manohar,Stassinopoulos,Staff,84974
90556,Aiichiro,Rothe,Senior Engineer,54972
90559,Amalendu,Schlegelmilch,Senior Staff,40000
90578,Arne,Plavsic,Senior Engineer,40000
90582,Tuval,Akiyama,Senior Engineer,42538
90584,Willard,Luft,Engineer,51501
90589,Bluma,Reinhard,Senior Engineer,40000
90594,Sahrah,Mattern,Senior Staff,61156
90597,Surveyors,Redmiles,Staff,88212
90603,Kristine,Birge,Senior Engineer,40000
90604,Goetz,Sabnani,Senior Engineer,73904
90630,Kolar,Narahari,Senior Staff,50563
90637,Kauko,Kusakabe,Senior Staff,84933
90642,Yinlin,Savasere,Senior Engineer,40000
90651,Teiji,Frijda,Senior Engineer,58227
90654,Torsten,Kossowski,Technique Leader,63759
90661,Christ,Marquardt,Senior Engineer,52063
90662,Fumiyo,DasSarma,Engineer,40000
90664,Ziva,Backhouse,Senior Staff,68887
90674,Tzu,Nastansky,Staff,40000
90676,Jiong,Rissland,Senior Engineer,44942
90677,Kristina,Panangaden,Staff,55893
90698,Lijia,Fraisse,Engineer,40000
90712,Hercules,Biran,Engineer,43209
90717,Youpyo,Chepyzhov,Senior Engineer,56341
90725,Pragnesh,Rikino,Senior Engineer,47196
90734,Alejandro,Zirintsis,Technique Leader,40000
90736,Fumino,Guardalben,Staff,40000
90745,Richard,Marletta,Senior Engineer,42888
90747,Dante,Setia,Technique Leader,40000
90748,Monique,Giveon,Senior Staff,69812
90776,Bouchung,Skrikant,Staff,52866
90778,Leucio,Kaiserswerth,Senior Engineer,40000
90780,Kotesh,Clouatre,Senior Engineer,67567
90783,Stepehn,Hammerschmidt,Staff,40000
90789,Georgi,Ellozy,Senior Staff,44236
90802,Magy,Isard,Engineer,56429
90805,Masoud,Sessa,Technique Leader,40000
90812,Marie,Thibadeau,Senior Staff,79292
90821,Jingling,Kadhim,Senior Engineer,55574
90844,Nahla,Heuter,Engineer,40000
90848,Baziley,Chepyzhov,Senior Engineer,65395
90852,Moti,Piazza,Engineer,40000
90857,Kish,Thisen,Staff,75740
90862,Masadi,Billingsley,Senior Staff,72633
90865,Sanjoy,Farris,Staff,63522
90866,Becky,Dulli,Senior Engineer,59610
90867,Kristin,Parfitt,Senior Engineer,79975
90880,Prodip,Einsfeld,Senior Staff,88578
90886,Harngdar,Heusch,Engineer,40000
90889,Berhard,Braccini,Senior Engineer,45704
90895,Guenter,Lorch,Senior Engineer,40156
90901,Gudjon,Rousseau,Technique Leader,40000
90905,Gro,Casperson,Senior Staff,54845
90911,Aemilian,Shinomoto,Senior Staff,75241
90913,Xiahua,Levergood,Senior Engineer,49708
90914,Danel,Mandell,Senior Engineer,47610
90921,Siddarth,Servi,Engineer,55729
90931,Sadun,Rousseau,Senior Staff,75102
90945,Karoline,Otillio,Staff,76672
90948,Gully,Matteis,Senior Staff,40000
90957,Clyde,Atrawala,Staff,48640
90962,Chanjung,Luit,Senior Engineer,40000
90978,Ramya,Ouhyoung,Senior Staff,55276
90982,Cullen,Basawa,Senior Engineer,40000
90989,Xiping,Koblick,Staff,40000
90997,Navin,Angelopoulos,Senior Staff,81022
91005,Aamod,Kawashima,Senior Staff,80843
91011,Eishiro,Baaleh,Senior Staff,57455
91016,Nalini,Shrader,Senior Engineer,51390
91018,Vitali,Binding,Senior Engineer,40000
91023,Volkmar,Nitsche,Technique Leader,49520
91029,Navin,Crooks,Senior Staff,78691
91032,Karsten,Tetzlaff,Staff,40000
91041,Sajjan,Mamelak,Senior Engineer,40000
91042,Chuanti,Nourani,Engineer,58150
91043,Leah,Kropf,Senior Staff,48813
91045,Shalesh,Krupka,Senior Engineer,40000
91058,Weijing,Litzkow,Senior Staff,61544
91059,Dietrich,Hebert,Senior Engineer,54534
91069,Izaskun,Dengi,Senior Engineer,46864
91071,Duangkaew,Aumann,Engineer,70464
91076,Lillian,Speel,Senior Staff,64284
91084,Aimee,Pokrovskii,Senior Engineer,40000
91086,Jiakeng,Fioravanti,Senior Staff,46552
91091,Kwun,Luca,Senior Staff,78322
91093,Josyula,Luders,Senior Staff,67687
91102,Richara,Bernatsky,Senior Staff,40000
91105,Willard,Murillo,Staff,40000
91117,Shem,Constantine,Staff,70568
91126,Constantijn,Piazza,Senior Engineer,40000
91127,Phuoc,Baar,Senior Staff,64893
91141,Krassimir,Flowers,Senior Engineer,44269
91145,Candida,Veldwijk,Assistant Engineer,58720
91150,Kwee,Schaad,Senior Staff,74637
91153,Yefim,Clouatre,Senior Engineer,40000
91156,Xiaoqiang,Erie,Senior Staff,66847
91159,Fusako,Boyle,Engineer,48351
91161,Nechama,Beerel,Senior Engineer,48928
91166,Satoru,Bahl,Senior Engineer,40000
91169,Koldo,Morrey,Engineer,65207
91174,Nadjib,Zobel,Senior Engineer,40000
91187,Shigehito,Falby,Senior Staff,86475
91191,Uinam,Ladret,Senior Engineer,46582
91194,Gill,Pietrzykowski,Senior Engineer,40000
91196,Sushant,Garrabrants,Staff,43793
91202,Yonghong,Zlotek,Senior Staff,101617
91204,Wanqing,Shigei,Senior Engineer,47553
91215,Olivera,Kroon,Senior Staff,55949
91217,Xuedong,Nilsson,Senior Staff,56086
91221,Gianluca,Siochi,Engineer,69319
91225,Pranjal,Mamelak,Staff,58877
91227,Spyrose,Bala,Assistant Engineer,40000
91228,Hauke,Leijenhorst,Senior Engineer,54436
91240,Jaideep,Strooper,Assistant Engineer,88891
91251,Takahiro,Budinsky,Staff,67200
91270,Xiahua,Hiraishi,Senior Engineer,65288
91275,Caolyn,Bouloucos,Engineer,40935
91280,Surveyors,Conte,Staff,65095
91289,Marit,Pramanik,Senior Staff,64159
91306,Lubomir,Gornas,Staff,51448
91307,Gladys,Erva,Senior Engineer,59638
91310,Gaurav,Kakkad,Senior Staff,59605
91317,Paraskevi,Anandan,Staff,65842
91328,Kazuyasu,Neiman,Senior Engineer,47677
91334,Khun,Lorys,Engineer,65586
91341,Weiru,Fontan,Senior Engineer,40000
91344,Nishit,Schueller,Senior Staff,75353
91366,Chinho,Munoz,Assistant Engineer,50827
91367,Kerryn,Sluis,Senior Staff,40000
91380,Gay,Braunschweig,Staff,63557
91383,Shalesh,Bridgland,Senior Engineer,40000
91395,Golgen,Aseltine,Senior Staff,78789
91398,Masaki,Dolinsky,Staff,42792
91399,Rafail,Kakkad,Senior Engineer,40000
91405,Surveyors,Ghelli,Senior Engineer,42385
91420,Jacqueline,Suppi,Senior Staff,70312
91429,Shaunak,Pollock,Senior Staff,76441
91442,Subhankar,Schaad,Senior Engineer,40000
91447,Giri,Thambidurai,Senior Engineer,57659
91448,Chuanyi,Riesenhuber,Technique Leader,41742
91454,Padma,Baek,Engineer,45513
91457,Volkmar,Schusler,Senior Staff,85084
91469,Ronghao,Georgakopoulos,Senior Engineer,40000
91475,Pranay,Raczkowsky,Senior Staff,64386
91485,Khoa,Asser,Senior Staff,40000
91498,Mingsen,Borovoy,Senior Engineer,45152
91499,Sachem,Mamelak,Engineer,40000
91500,Bogdan,Kriebel,Engineer,42243
91511,Kerhong,Birdsall,Engineer,78903
91516,Kolar,Bazzichi,Senior Staff,53397
91517,Serif,Hofstetter,Senior Staff,81869
91519,Danco,Panienski,Senior Staff,40000
91521,Akeel,Murthy,Staff,60815
91527,Basant,Klerer,Senior Staff,50492
91547,Jiafu,Speel,Senior Engineer,40000
91565,Nikolaos,Rathonyi,Staff,40000
91566,Hongzue,Rohrbach,Senior Staff,74683
91572,Aiichiro,Halloran,Staff,49656
91574,Doowon,Vendrig,Senior Engineer,40000
91578,Weicheng,Rikino,Senior Engineer,42905
91585,Teruyuki,Mitchem,Staff,57241
91593,Pantung,Unno,Senior Engineer,61301
91600,Mountaz,Rusmann,Senior Staff,48563
91602,Jackson,Weedman,Staff,64621
91608,Sachio,Osgood,Senior Staff,40000
91611,Barry,Kaelbling,Senior Engineer,63346
91621,Margo,Geffroy,Staff,55949
91623,Haldun,Manderick,Staff,40000
91628,Krister,Fiutem,Engineer,62470
91630,Saniya,Maquelin,Engineer,54178
91638,Youjian,Siprelle,Senior Engineer,61328
91652,Kasturi,Staylopatis,Engineer,62656
91656,Clyde,Collavizza,Senior Engineer,40000
91659,Oksana,Besancenot,Senior Staff,40000
91662,Jeane,Riexinger,Staff,40000
91681,Gennadi,Ananiadou,Senior Staff,75814
91688,Vishv,Veevers,Engineer,40000
91689,Yaghout,Strooper,Senior Engineer,40000
91693,Valter,Dayang,Engineer,45294
91718,Yuuichi,Gubsky,Senior Staff,77844
91720,Phillip,Suwa,Senior Engineer,44672
91723,Guangming,Foote,Senior Engineer,40000
91726,Kyoichi,Erdi,Senior Staff,40000
91740,Marie,Mandell,Engineer,40767
91746,Kiam,Cools,Senior Engineer,40000
91757,Shugo,Gide,Senior Engineer,43203
91775,Kristian,Nishimukai,Senior Engineer,49481
91799,Dayanand,Gill,Senior Engineer,56114
91819,Fayez,Lipner,Senior Staff,47555
91822,Maren,Bala,Senior Staff,40000
91827,Samphel,Impagliazzo,Senior Staff,77505
91835,Zhigen,Segond,Senior Staff,40000
91839,Fumitake,Wegerle,Engineer,50414
91846,Subbu,Selvestrel,Staff,40000
91847,Bedir,Krybus,Staff,86753
91850,Rasikan,Keirsey,Senior Engineer,40000
91851,Shigeu,Wiegley,Senior Engineer,40000
91862,Hitomi,Kilgore,Senior Engineer,40000
91864,Danco,Mondadori,Staff,46572
91871,Selwyn,Androutsos,Senior Engineer,40000
91875,Herbert,Peternell,Senior Engineer,40000
91876,Chinya,Khamsi,Engineer,55100
91877,Jiang,Rodiger,Senior Staff,50397
91885,Fai,Moehrke,Senior Engineer,40000
91888,Peer,Werthner,Senior Engineer,40000
91891,Mariusz,Peac,Senior Staff,66092
91898,Dines,Brlek,Senior Staff,53445
91903,Rosalie,Kaiser,Senior Engineer,46810
91904,Cordelia,Penttonen,Senior Staff,64913
91906,Mrinalini,Kaltofen,Senior Engineer,40000
91908,Munenori,Kalsbeek,Senior Staff,40000
91912,Dzung,Marletta,Senior Engineer,40000
91913,Alain,Hofmeyr,Senior Engineer,40000
91938,Shahid,Pintelas,Assistant Engineer,45842
91947,Bikash,Slaats,Senior Engineer,40000
91953,Nirmal,Luks,Senior Staff,64003
91955,Mantis,Mamelak,Senior Staff,85723
91960,Peternela,Decleir,Staff,89751
91963,Rimli,Chenney,Engineer,40000
91971,Anoosh,Guenter,Staff,40000
91977,Kinh,Reutenauer,Senior Engineer,40000
91993,Bernd,Camurati,Senior Engineer,40000
91994,Karoline,Leijenhorst,Staff,61433
92003,Martial,Matheson,Senior Engineer,47478
92007,Arco,Dymetman,Engineer,40000
92014,Keiichiro,dAstous,Senior Engineer,53464
92019,Yurij,Nanard,Senior Staff,78689
92020,Siddarth,Berztiss,Senior Engineer,41695
92030,Vitaly,Zobel,Staff,89090
92031,Yuriy,Gyorkos,Staff,59731
92042,Remmert,Lupu,Senior Engineer,40000
92043,Chriss,Lortz,Senior Engineer,59307
92053,Uri,Gonthier,Engineer,79053
92057,Roselyn,Chiola,Technique Leader,65171
92089,Youjian,Fiutem,Engineer,44320
92092,Sariel,Cummings,Senior Engineer,60388
92093,Ulises,Diderrich,Senior Engineer,72076
92095,Ekawit,Pargaonkar,Senior Engineer,54158
92099,Idoia,Muchinsky,Senior Engineer,40000
92111,Sergi,Brlek,Senior Engineer,40000
92114,Theron,Bierbaum,Staff,59120
92117,Djelloul,Hammerschmidt,Senior Engineer,40239
92119,Jamaludin,Minakawa,Senior Staff,62128
92124,Leah,Szilard,Staff,46657
92128,Manton,Servi,Senior Engineer,40000
92130,Danco,Coney,Senior Engineer,46661
92135,Sakthirel,Kitai,Senior Engineer,56693
92136,Isaac,Kamber,Senior Engineer,48941
92140,Heping,Khasidashvili,Senior Engineer,41628
92142,Subir,Siksek,Engineer,42186
92144,Ymte,Rosar,Senior Staff,60310
92145,Marl,Schueller,Staff,86009
92150,Yurii,Fabrizio,Engineer,48288
92185,Sarita,Cannane,Senior Staff,68740
92193,Naftaly,Gini,Engineer,45756
92195,Gila,Rosch,Senior Engineer,42325
92206,Gino,Zeleznik,Senior Staff,40000
92215,Sreenivas,Gaughan,Senior Staff,40000
92218,Along,Ritcey,Senior Engineer,48314
92221,Moie,Bednarek,Senior Staff,40000
92244,Vojin,Gadepally,Staff,72348
92245,Marlo,Hiltgen,Senior Staff,69136
92247,Mang,Knightly,Staff,93151
92248,Alejandro,Liesche,Senior Engineer,43279
92251,Jianhao,Furudate,Engineer,64631
92257,Alair,Hoppenstand,Engineer,40000
92262,Danae,Imataki,Technique Leader,46407
92263,Takahiro,Spataro,Senior Staff,42132
92266,Tzvetan,Polajnar,Engineer,56374
92278,Foong,Rosenbaum,Senior Staff,68040
92285,Mart,Benaini,Engineer,61890
92295,Caolyn,Hemaspaandra,Engineer,48682
92297,Becky,Gomatam,Engineer,55657
92302,Cullen,Lieberherr,Senior Staff,73948
92304,Rosita,Roison,Staff,71570
92305,Srinidhi,Nooteboom,Senior Engineer,58467
92321,Stamatina,Borovoy,Staff,40000
92324,Douadi,Poupard,Senior Staff,40000
92338,Fun,Verspoor,Senior Engineer,40000
92341,Rajmohan,Benner,Technique Leader,55366
